Artlfd,PL-AT,Artikelname,AG-ID,Pfad,Online-Artikelname,Produktname,Kurztext,Vorteile,Anwendungsbereiche,Einsatzbereiche,Anwendung,Nutzenargumentation,youtube-Film
4940540,tp.1050110011,"Handschuh UltraGrip, schwarz Gr. 11, Latexbeschichtung",4835,Produkte entdecken|Arbeitsschutz|Handschuhe|Mechanische Risiken|UltraGrip,UltraGrip / Größe: 11,UltraGrip,Nahtloses Feinstrick mit schrumpfgerauter Latex-Beschichtung,,"• Der Handschuh-Allrounder

• Ein gutes Tastempfinden bei sehr hoher Griffigkeit ermöglicht ermüdungsfreies Arbeiten

• Das Feinstrickgewebe passt sich jeder Hand an und garantiert eine exzellente Passform

• Vor allem dort geeignet, wo es auf einen sicheren Griff ankommt","• Umgang mit leicht feuchten Materialien

• Gerüstbau, Bandarbeiten, Logistik, Handwerksbetriebe, Automobilindustrie, Verpackungsindustrie, Montagearbeiten",,"Handschuh-Allrounder

Gutes Tastempfinden, hohe Griffigkeit für ermüdungsfreies Arbeiten

Das Feinstrickgewebe passt sich jeder Hand an und garantiert eine exzellente Passform",
4940556,tp.1050121009,"Handschuh BluePoint Top dark, Feinstrick blau Gr. 9, PVC Noppen blau",9869,Produkte entdecken|Arbeitsschutz|Handschuhe|Mechanische Risiken|BluePoint Top dark,Handschuh BluePoint Top dark / Größe: 9,BluePoint Top dark,Premium Feinstrickhandschuh mit Vinyl-Noppen,"• Perfekte Griffsicherheit und Passform

• Hoher Baumwollanteil für besseren Tragekomfort","• Nahtlos gestrickt für hohen Tragekomfort

• Kein Schwitzen, für lange Tragezeiten optimal geeignet

• Feinfühlig und doch sicher im Griff

• Auch auf der genoppten Seite tragbar (beidseitig)

• Unempfindlich gegen Schmutz durch dunkle Einfärbung","• Verpackungs- und Konfektionierungsarbeiten, Groß- und Einzelhandel, Automobilindustrie, Logistik, trockene Montagearbeiten, Logistikunternehmen",,"Perfekte Griffsicherheit und Passform

Hoher Baumwollanteil für besseren Tragekomfort",
4940558,tp.1050121010,"Handschuh BluePoint Top dark, Feinstrick blau Gr. 10, PVC Noppen blau",9869,Produkte entdecken|Arbeitsschutz|Handschuhe|Mechanische Risiken|BluePoint Top dark,Handschuh BluePoint Top dark / Größe: 10,BluePoint Top dark,Premium Feinstrickhandschuh mit Vinyl-Noppen,"• Perfekte Griffsicherheit und Passform

• Hoher Baumwollanteil für besseren Tragekomfort","• Nahtlos gestrickt für hohen Tragekomfort

• Kein Schwitzen, für lange Tragezeiten optimal geeignet

• Feinfühlig und doch sicher im Griff

• Auch auf der genoppten Seite tragbar (beidseitig)

• Unempfindlich gegen Schmutz durch dunkle Einfärbung","• Verpackungs- und Konfektionierungsarbeiten, Groß- und Einzelhandel, Automobilindustrie, Logistik, trockene Montagearbeiten, Logistikunternehmen",,"Perfekte Griffsicherheit und Passform

Hoher Baumwollanteil für besseren Tragekomfort",
4940560,tp.1050121011,"Handschuh BluePoint Top dark, Feinstrick blau Gr. 11, PVC Noppen blau",9869,Produkte entdecken|Arbeitsschutz|Handschuhe|Mechanische Risiken|BluePoint Top dark,Handschuh BluePoint Top dark / Größe: 11,BluePoint Top dark,Premium Feinstrickhandschuh mit Vinyl-Noppen,"• Perfekte Griffsicherheit und Passform

• Hoher Baumwollanteil für besseren Tragekomfort","• Nahtlos gestrickt für hohen Tragekomfort

• Kein Schwitzen, für lange Tragezeiten optimal geeignet

• Feinfühlig und doch sicher im Griff

• Auch auf der genoppten Seite tragbar (beidseitig)

• Unempfindlich gegen Schmutz durch dunkle Einfärbung","• Verpackungs- und Konfektionierungsarbeiten, Groß- und Einzelhandel, Automobilindustrie, Logistik, trockene Montagearbeiten, Logistikunternehmen",,"Perfekte Griffsicherheit und Passform

Hoher Baumwollanteil für besseren Tragekomfort",
4940580,tp.1050806010,"Handschuh WelderKombi Gr. 10, Rindvoll-/Spaltleder",5987,Produkte entdecken|Arbeitsschutz|Handschuhe|Schweißerhandschuhe|WelderKombi,WelderKombi / Größe: 10,WelderKombi,Schweißerhandschuh aus Lederkombination,,"• Nahtloser Zeigefinger verhindert Druckstellen 

• Hoher Tragekomfort

• Zusätzlicher Schutz durch eingenähten Keder

• Lange Standzeit durch Doppelnähte und Top-Verarbeitung

• Hervorragende Abriebfestigkeit, da Handrücken und Stulpe aus strapazierfähigen Rindspaltleder

• Typ A gemäß EN 12477","• Ausführung A = geringe Fingerfertigkeit, geeignet für MIG/MAG-Schweißen oder für Schweißarbeiten mit hohen Strömen

• Schutzgasschweißen, WIG-Schweißen, Hartlöten, Plasmaschneiden, Heißarbeiten",,"Nahtloser Zeigefinger verhindert Druckstellen 

Hoher Tragekomfort

Zusätzlicher Schutz durch eingenähten Keder",
4940586,tp.1050101011,"Handschuh Niversal Basic, gelb Gr. 11, Nitrilbeschichtung",4830,Produkte entdecken|Arbeitsschutz|Handschuhe|Mechanische Risiken|Niversal® Basic,Niversal® Basic / Größe: 11,Niversal® Basic,Baumwollliner mit Nitril-Beschichtung,,"• Hohe Abriebfestigkeit

• Leicht und flexibel

• Handrücken unbeschichtet für verbesserte Atmungsaktivität

• Flüssigkeitsabweisend","• Landwirtschaft, Garten- und Landschaftsbau

• Bauunternehmen, Werkstätten",,"Hohe Abriebfestigkeit

Leicht und flexibel

Handrücken unbeschichtet für verbesserte Atmungsaktivität",
4940588,tp.1050803010,"Handschuh WelderBasic Gr. 10, Rindspaltleder, 350 mm",4855,Produkte entdecken|Arbeitsschutz|Handschuhe|Schweißerhandschuhe|WelderBasic,WelderBasic / Größe: 10,WelderBasic,Schweißerhandschuh aus kräftigem Rindspaltleder,,"• Der Schweißeinsteiger – Einstiegsmodell für einfache Schweißarbeiten

• Das kräftige Rindspaltleder schützt vor normaler Wärme-Einstrahlung bei einfachen Schweißarbeiten, vor mechanischen Krafteinwirkungen wie z. B. scharfen Bauteilkanten

• Tastverhalten im Handschuh ist normal bis grob, Tragekomfort normal","• Ausführung A = geringe Fingerfertigkeit, geeignet für MIG/MAG-Schweißen oder für Schweißarbeiten mit hohen Strömen

• Geeignet für Bau, KFZ, BWS/Metall, Agrar  ",,Das Schweißer-Einstiegsmodell,
4940594,tp.1050905009,"Handschuh VibraTex V, schwarz/blau Gr. 9, PROsyn",4824,Produkte entdecken|Arbeitsschutz|Handschuhe|Vibrationsschutz|VibraTex V,VibraTex V / Größe: 9,VibraTex V,Synthetikleder mit Stoffeinsätzen und Spezial-Polster für Vibrationsschutz,,"• Spezial-Polster auf der Innenhand

• Vermindert Vibrationen von Elektro- und Druckluftwerkzeugen

• Kann dem Hand-Arm-Vibrations-Syndrom vorbeugen

• Unempfindlich gegen Verschmutzungen

• Mit Belüftungslöchern zwischen den Fingern

• Verstärkter Handrücken","• Arbeiten mit Elektro- und Druckluftwerkzeugen

• Baugewerbe

• Straßenbau

• Anspruchsvolle Montagearbeiten",,"Vermindert Vibrationen von Elektro- und Druckluftwerkzeugen durch Spezial-Polster auf der Innenhand

Kann dem Hand-Arm-Vibration-Syndrom vorbeugen",
4940602,tp.1050905010,"Handschuh VibraTex V, schwarz/blau Gr. 10, PROsyn",4824,Produkte entdecken|Arbeitsschutz|Handschuhe|Vibrationsschutz|VibraTex V,VibraTex V / Größe: 10,VibraTex V,Synthetikleder mit Stoffeinsätzen und Spezial-Polster für Vibrationsschutz,,"• Spezial-Polster auf der Innenhand

• Vermindert Vibrationen von Elektro- und Druckluftwerkzeugen

• Kann dem Hand-Arm-Vibrations-Syndrom vorbeugen

• Unempfindlich gegen Verschmutzungen

• Mit Belüftungslöchern zwischen den Fingern

• Verstärkter Handrücken","• Arbeiten mit Elektro- und Druckluftwerkzeugen

• Baugewerbe

• Straßenbau

• Anspruchsvolle Montagearbeiten",,"Vermindert Vibrationen von Elektro- und Druckluftwerkzeugen durch Spezial-Polster auf der Innenhand

Kann dem Hand-Arm-Vibration-Syndrom vorbeugen",
4940604,tp.1050905011,"Handschuh VibraTex V, schwarz/blau Gr. 11, PROsyn",4824,Produkte entdecken|Arbeitsschutz|Handschuhe|Vibrationsschutz|VibraTex V,VibraTex V / Größe: 11,VibraTex V,Synthetikleder mit Stoffeinsätzen und Spezial-Polster für Vibrationsschutz,,"• Spezial-Polster auf der Innenhand

• Vermindert Vibrationen von Elektro- und Druckluftwerkzeugen

• Kann dem Hand-Arm-Vibrations-Syndrom vorbeugen

• Unempfindlich gegen Verschmutzungen

• Mit Belüftungslöchern zwischen den Fingern

• Verstärkter Handrücken","• Arbeiten mit Elektro- und Druckluftwerkzeugen

• Baugewerbe

• Straßenbau

• Anspruchsvolle Montagearbeiten",,"Vermindert Vibrationen von Elektro- und Druckluftwerkzeugen durch Spezial-Polster auf der Innenhand

Kann dem Hand-Arm-Vibration-Syndrom vorbeugen",
4940612,tp.1050101008,"Handschuh Niversal Basic, gelb Gr. 8, Nitrilbeschichtung",4830,Produkte entdecken|Arbeitsschutz|Handschuhe|Mechanische Risiken|Niversal® Basic,Niversal® Basic / Größe: 8,Niversal® Basic,Baumwollliner mit Nitril-Beschichtung,,"• Hohe Abriebfestigkeit

• Leicht und flexibel

• Handrücken unbeschichtet für verbesserte Atmungsaktivität

• Flüssigkeitsabweisend","• Landwirtschaft, Garten- und Landschaftsbau

• Bauunternehmen, Werkstätten",,"Hohe Abriebfestigkeit

Leicht und flexibel

Handrücken unbeschichtet für verbesserte Atmungsaktivität",
4940618,tp.1050106009,"Handschuh Niversal blue A, Stulpe Gr. 9, Nitrilbeschichtung",9872,Produkte entdecken|Arbeitsschutz|Handschuhe|Mechanische Risiken|Niversal® blue A,Niversal® blue A / Größe: 9,Niversal® blue A,Baumwollliner mit Nitril-Beschichtung ideale Anwendung bei öligen - und fettigen Werkstücken,"• Mit Stulpe: Segeltuchstulpe erleichtert das Aus- und Anziehen

• Teilgetaucht: Bessere Atmungsaktivität","• Baumwollliner mit doppelter Nitril-Beschichtung

• Perfekte Griffsicherheit

• Äußerst robust, widerstandsfähig und extrem langlebig

• Dunkelblaue Farbe für Schmutzunempfindlichkeit","• Ölige und fettige Arbeitsumgebungen, Baugewerbe, Straßenbau, Industrie, Handwerk, Metallbau, Land- und Forstwirtschaft etc.",,"Mit Stulpe: Segeltuchstulpe erleichtert das Aus- und Anziehen

Nitril-teilgetaucht: Bessere Atmungsaktivität",
4940620,tp.1050106010,"Handschuh Niversal blue A, Stulpe Gr. 10, Nitrilbeschichtung",9872,Produkte entdecken|Arbeitsschutz|Handschuhe|Mechanische Risiken|Niversal® blue A,Niversal® blue A / Größe: 10,Niversal® blue A,Baumwollliner mit Nitril-Beschichtung ideale Anwendung bei öligen - und fettigen Werkstücken,"• Mit Stulpe: Segeltuchstulpe erleichtert das Aus- und Anziehen

• Teilgetaucht: Bessere Atmungsaktivität","• Baumwollliner mit doppelter Nitril-Beschichtung

• Perfekte Griffsicherheit

• Äußerst robust, widerstandsfähig und extrem langlebig

• Dunkelblaue Farbe für Schmutzunempfindlichkeit","• Ölige und fettige Arbeitsumgebungen, Baugewerbe, Straßenbau, Industrie, Handwerk, Metallbau, Land- und Forstwirtschaft etc.",,"Mit Stulpe: Segeltuchstulpe erleichtert das Aus- und Anziehen

Nitril-teilgetaucht: Bessere Atmungsaktivität",
4940622,tp.1050106011,"Handschuh Niversal blue A, Stulpe Gr. 11, Nitrilbeschichtung",9872,Produkte entdecken|Arbeitsschutz|Handschuhe|Mechanische Risiken|Niversal® blue A,Niversal® blue A / Größe: 11,Niversal® blue A,Baumwollliner mit Nitril-Beschichtung ideale Anwendung bei öligen - und fettigen Werkstücken,"• Mit Stulpe: Segeltuchstulpe erleichtert das Aus- und Anziehen

• Teilgetaucht: Bessere Atmungsaktivität","• Baumwollliner mit doppelter Nitril-Beschichtung

• Perfekte Griffsicherheit

• Äußerst robust, widerstandsfähig und extrem langlebig

• Dunkelblaue Farbe für Schmutzunempfindlichkeit","• Ölige und fettige Arbeitsumgebungen, Baugewerbe, Straßenbau, Industrie, Handwerk, Metallbau, Land- und Forstwirtschaft etc.",,"Mit Stulpe: Segeltuchstulpe erleichtert das Aus- und Anziehen

Nitril-teilgetaucht: Bessere Atmungsaktivität",
4940656,tp.1050501009,"Handschuh Haushalt Clean,gelb Gr. 9 L, Latex",10339,Produkte entdecken|Arbeitsschutz|Handschuhe|Mechanische Risiken|Handschuh Clean,Handschuh Clean / Größe: 9,Handschuh Clean,Haushaltshandschuh aus Naturlatex,"• Sicherer Griff durch geraute Innenhand

• Sauber paarweise verpackt und so bis zum Gebrauch geschützt

• Velourisiert",,"• Hand- und Produktschutz bei Routinearbeiten im Kantinen-, Reinigungs- und Hygienebereich",,"Sicherer Griff durch geraute Innenhand

Sauber paarweise verpackt und so bis zum Gebrauch geschützt

Velourisiert",
4940672,tp.1050312010,"Handschuh ChemTwin,gelb/blau Gr. 10, Chloropren/Latex",10327,Produkte entdecken|Arbeitsschutz|Handschuhe|Chemikalienschutz|ChemTwin,ChemTwin / Größe: 10,ChemTwin,Chemikalienschutzhandschuh aus Latex und Chloropren ,"• Velourisierte Innenfläche 

• Beständigkeit gegen viele Chemikalien und Reinigungsmittel

• Sehr gute Griffsicherheit dank profilierter Handinnenfläche

• Sehr gute Flexibilität und hohe Feinfühligkeit

• Stärke: ca. 0,7 mm",,"• Labore, Reinigung von Industriemaschinen, Gebäudereinigung, trockene oder nasse Arbeitsplätze, die Chemikalienschutz erfordern etc.",,"Chemikalienschutzhandschuh aus Latex und Chloropren – doppelter Schutz

Beständigkeit gegen viele Chemikalien und Reinigungsmittel

Sehr gute Griffsicherheit durch profilierte Handinnenfläche",
4940674,tp.1050312009,"Handschuh ChemTwin,gelb/blau Gr. 9, Chloropren/Latex",10327,Produkte entdecken|Arbeitsschutz|Handschuhe|Chemikalienschutz|ChemTwin,ChemTwin / Größe: 9,ChemTwin,Chemikalienschutzhandschuh aus Latex und Chloropren ,"• Velourisierte Innenfläche 

• Beständigkeit gegen viele Chemikalien und Reinigungsmittel

• Sehr gute Griffsicherheit dank profilierter Handinnenfläche

• Sehr gute Flexibilität und hohe Feinfühligkeit

• Stärke: ca. 0,7 mm",,"• Labore, Reinigung von Industriemaschinen, Gebäudereinigung, trockene oder nasse Arbeitsplätze, die Chemikalienschutz erfordern etc.",,"Chemikalienschutzhandschuh aus Latex und Chloropren – doppelter Schutz

Beständigkeit gegen viele Chemikalien und Reinigungsmittel

Sehr gute Griffsicherheit durch profilierte Handinnenfläche",
4940702,tp.1050105008,"Handschuh Niversal blue B, Strickbund Gr. 8, Nitrilbeschichtung",9871,Produkte entdecken|Arbeitsschutz|Handschuhe|Mechanische Risiken|Niversal® blue B,Niversal® blue B / Größe: 8,Niversal® blue B,Baumwollliner mit Nitril-Beschichtung ideale Anwendung bei öligen - und fettigen Werkstücken,"• Mit Strickbund: Für besseren Sitz und verhindert das Eindringen von Schmutz 

• Extra stark beschichtet

• Öl- und wasserresistente Beschichtung

• Teilgetaucht: bessere Atmungsaktivität","• Baumwollliner mit doppelter Nitril-Beschichtung

• Perfekte Griffsicherheit

• Äußerst robust, widerstandsfähig und extrem langlebig

• Dunkelblaue Farbe für Schmutzunempfindlichkeit","• Ölige und fettige Arbeitsumgebungen, Baugewerbe, Straßenbau, Industrie, Handwerk, Metallbau, Land- und Forstwirtschaft etc.",,"Mit Strickbund: Für besseren Sitz und verhindert das Eindringen von Schmutz 

Extra stark beschichtet

Öl- und wasserresistente Nitrilbeschichtung",
4940724,tp.1050101007,"Handschuh Niversal Basic, gelb Gr. 7, Nitrilbeschichtung",4830,Produkte entdecken|Arbeitsschutz|Handschuhe|Mechanische Risiken|Niversal® Basic,Niversal® Basic / Größe: 7,Niversal® Basic,Baumwollliner mit Nitril-Beschichtung,,"• Hohe Abriebfestigkeit

• Leicht und flexibel

• Handrücken unbeschichtet für verbesserte Atmungsaktivität

• Flüssigkeitsabweisend","• Landwirtschaft, Garten- und Landschaftsbau

• Bauunternehmen, Werkstätten",,"Hohe Abriebfestigkeit

Leicht und flexibel

Handrücken unbeschichtet für verbesserte Atmungsaktivität",
4940786,tp.1093103038,"Halbschuh STEP, S3,schwarz Gr.38, PU/TPUSohle",4917,Produkte entdecken|Arbeitsschutz|Sicherheitsschuhe|Sicherheitsschuh STEP S3 SRA,Sicherheitsschuh STEP S3 SRA / Größe: 38,Sicherheitsschuh STEP S3 SRA,Rindlederschuh mit rutschfester Sohle,,"Schaft:	Strapazierfähiges Rindleder, gepolstert

Futter:	Atmungsaktives Futter

Zehenkappe:	Stahl

Durchtrittsicherheit:	Stahlzwischensohle

Fußbett:	Ergonomische Einlegesohle

Sohle:	Rutschfeste und widerstandsfähige PU/TPU-Sohle

Ferse:	Abgeflacht für eine natürliche Abrollbewegung

Weite:	11 Mondopoint",,,"S3 Sicherheitsschuh zum Einstiegspreis mit strapazierfähigem Rindleder, gepolstert

Atmungsaktives Futter und Stahlzehenkappe

11 Mondopoints - bequeme Weite",
4940788,tp.1093103039,"Halbschuh STEP, S3,schwarz Gr.39, PU/TPUSohle",4917,Produkte entdecken|Arbeitsschutz|Sicherheitsschuhe|Sicherheitsschuh STEP S3 SRA,Sicherheitsschuh STEP S3 SRA / Größe: 39,Sicherheitsschuh STEP S3 SRA,Rindlederschuh mit rutschfester Sohle,,"Schaft:	Strapazierfähiges Rindleder, gepolstert

Futter:	Atmungsaktives Futter

Zehenkappe:	Stahl

Durchtrittsicherheit:	Stahlzwischensohle

Fußbett:	Ergonomische Einlegesohle

Sohle:	Rutschfeste und widerstandsfähige PU/TPU-Sohle

Ferse:	Abgeflacht für eine natürliche Abrollbewegung

Weite:	11 Mondopoint",,,"S3 Sicherheitsschuh zum Einstiegspreis mit strapazierfähigem Rindleder, gepolstert

Atmungsaktives Futter und Stahlzehenkappe

11 Mondopoints - bequeme Weite",
4940790,tp.1093103040,"Halbschuh STEP, S3,schwarz Gr.40, PU/TPUSohle",4917,Produkte entdecken|Arbeitsschutz|Sicherheitsschuhe|Sicherheitsschuh STEP S3 SRA,Sicherheitsschuh STEP S3 SRA / Größe: 40,Sicherheitsschuh STEP S3 SRA,Rindlederschuh mit rutschfester Sohle,,"Schaft:	Strapazierfähiges Rindleder, gepolstert

Futter:	Atmungsaktives Futter

Zehenkappe:	Stahl

Durchtrittsicherheit:	Stahlzwischensohle

Fußbett:	Ergonomische Einlegesohle

Sohle:	Rutschfeste und widerstandsfähige PU/TPU-Sohle

Ferse:	Abgeflacht für eine natürliche Abrollbewegung

Weite:	11 Mondopoint",,,"S3 Sicherheitsschuh zum Einstiegspreis mit strapazierfähigem Rindleder, gepolstert

Atmungsaktives Futter und Stahlzehenkappe

11 Mondopoints - bequeme Weite",
4940792,tp.1093103041,"Halbschuh STEP, S3,schwarz Gr.41, PU/TPUSohle",4917,Produkte entdecken|Arbeitsschutz|Sicherheitsschuhe|Sicherheitsschuh STEP S3 SRA,Sicherheitsschuh STEP S3 SRA / Größe: 41,Sicherheitsschuh STEP S3 SRA,Rindlederschuh mit rutschfester Sohle,,"Schaft:	Strapazierfähiges Rindleder, gepolstert

Futter:	Atmungsaktives Futter

Zehenkappe:	Stahl

Durchtrittsicherheit:	Stahlzwischensohle

Fußbett:	Ergonomische Einlegesohle

Sohle:	Rutschfeste und widerstandsfähige PU/TPU-Sohle

Ferse:	Abgeflacht für eine natürliche Abrollbewegung

Weite:	11 Mondopoint",,,"S3 Sicherheitsschuh zum Einstiegspreis mit strapazierfähigem Rindleder, gepolstert

Atmungsaktives Futter und Stahlzehenkappe

11 Mondopoints - bequeme Weite",
4940794,tp.1093103042,"Halbschuh STEP, S3,schwarz Gr.42, PU/TPUSohle",4917,Produkte entdecken|Arbeitsschutz|Sicherheitsschuhe|Sicherheitsschuh STEP S3 SRA,Sicherheitsschuh STEP S3 SRA / Größe: 42,Sicherheitsschuh STEP S3 SRA,Rindlederschuh mit rutschfester Sohle,,"Schaft:	Strapazierfähiges Rindleder, gepolstert

Futter:	Atmungsaktives Futter

Zehenkappe:	Stahl

Durchtrittsicherheit:	Stahlzwischensohle

Fußbett:	Ergonomische Einlegesohle

Sohle:	Rutschfeste und widerstandsfähige PU/TPU-Sohle

Ferse:	Abgeflacht für eine natürliche Abrollbewegung

Weite:	11 Mondopoint",,,"S3 Sicherheitsschuh zum Einstiegspreis mit strapazierfähigem Rindleder, gepolstert

Atmungsaktives Futter und Stahlzehenkappe

11 Mondopoints - bequeme Weite",
